budget,risk,cust,fit
30,10,1,0.1069330654290861
30,10,1,0.10469640258875529
30,10,1,0.10512728478211847
30,10,1,0.10964038077204351
30,10,1,0.10791470938456775
30,10,1,0.10773299875043504
30,10,1,0.10696827718564068
30,10,1,0.10274332508186074
30,10,1,0.10671586971373609
30,10,1,0.10349434899688907
30,10,1,0.10250033003167615
30,10,1,0.10691209797162313
30,10,1,0.1069330654290861
30,10,1,0.10274332508186074
30,10,1,0.1072644888618315
30,10,1,0.10601753776702799
30,10,1,0.1069330654290861
30,10,1,0.10156169229813199
30,10,1,0.10404859800470484
30,10,1,0.10469640258875529
30,10,1,0.1081990927003528
30,10,1,0.10361288393397003
30,10,1,0.10394189142802963
30,10,1,0.10682850146643394
30,10,1,0.10773299875043504
30,10,1,0.10064940054874796
30,10,1,0.10836870164941696
30,10,1,0.10362685490839886
30,10,1,0.1069330654290861
30,10,1,0.103534665955478
30,10,1,0.10469640258875529
30,10,1,0.1059272181034674
30,10,1,0.10564955794605377
30,10,1,0.10366610055997628
30,10,1,0.09980833029482182
30,10,1,0.10362685490839886
30,10,1,0.10601753776702799
30,10,1,0.10234631001337785
30,10,1,0.10714702523176205
30,10,1,0.1044808248297423
30,10,1,0.10622908163101812
30,10,1,0.10379673718212577
30,10,1,0.1072644888618315
30,10,1,0.10064940054874796
30,10,1,0.10955167906481998
30,10,1,0.10349434899688907
30,10,1,0.10156169229813199
30,10,1,0.10362685490839886
30,10,1,0.1081990927003528
30,10,1,0.1081990927003528
30,10,1,0.10509986749094684
30,10,1,0.09907989179359351
30,10,1,0.1081052857910949
30,10,1,0.10740291994936396
30,10,1,0.10616779721496619
30,10,1,0.10240545181540671
30,10,1,0.10458135489737162
30,10,1,0.103534665955478
30,10,1,0.10260220473097972
30,10,1,0.10328629237859627
30,10,1,0.10394189142802963
30,10,1,0.10564955794605377
30,10,1,0.104141606931614
30,10,1,0.1069330654290861
30,10,1,0.1072644888618315
30,10,1,0.10616779721496619
30,10,1,0.10632854039163593
30,10,1,0.10319866197838423
30,10,1,0.0999690734714915
30,10,1,0.1038752284852806
30,10,1,0.10274332508186074
30,10,1,0.1044808248297423
30,10,1,0.10156169229813199
30,10,1,0.10898747098595872
30,10,1,0.10632854039163593
30,10,1,0.10575922711074029
30,10,1,0.10543425351170353
30,10,1,0.1038752284852806
30,10,1,0.10397468724589838
30,10,1,0.10828672310056481
30,10,1,0.09980833029482182
30,10,1,0.10819774806867852
30,10,1,0.10289868973183333
30,10,1,0.10509986749094684
30,10,1,0.10289868973183333
30,10,1,0.10349434899688907
30,10,1,0.10819774806867852
30,10,1,0.10385050045745751
30,10,1,0.10601915572336504
30,10,1,0.1022342249100055
30,10,1,0.10349273104055204
30,10,1,0.1038752284852806
30,10,1,0.10558155037163044
30,10,1,0.10234631001337785
30,10,1,0.10761015659366846
30,10,1,0.11061557489381652
30,10,1,0.10463135760234327
30,10,1,0.11061557489381652
30,10,1,0.10731394491747763
30,10,1,0.1044808248297423
30,10,2,0.11046046157686717
30,10,2,0.11269309052217516
30,10,2,0.11834319511755444
30,10,2,0.10916808832144037
30,10,2,0.10733892427832396
30,10,2,0.11249095907990499
30,10,2,0.10500255134435207
30,10,2,0.10937828755375623
30,10,2,0.11034837647349484
30,10,2,0.11181735516101998
30,10,2,0.11107063846567726
30,10,2,0.11258180340115158
30,10,2,0.10973364103197591
30,10,2,0.11306510423817225
30,10,2,0.11621674809123565
30,10,2,0.11152759331853779
30,10,2,0.10677660748046247
30,10,2,0.10995539530003477
30,10,2,0.11308096649360085
30,10,2,0.11428705398048991
30,10,2,0.1076208916554232
30,10,2,0.11190336760489496
30,10,2,0.11463057909830383
30,10,2,0.11233666573694392
30,10,2,0.11625840968149886
30,10,2,0.11869182543740273
30,10,2,0.11126632007423876
30,10,2,0.10537132914767505
30,10,2,0.10589818285595873
30,10,2,0.11373332963036015
30,10,2,0.10853345672946998
30,10,2,0.10506894096243835
30,10,2,0.1003324727481174
30,10,2,0.10922964606215503
30,10,2,0.10766847842170904
30,10,2,0.10770341685360085
30,10,2,0.10722549454327732
30,10,2,0.11921140933798945
30,10,2,0.10999222501292638
30,10,2,0.1116851005825334
30,10,2,0.108523519650064
30,10,2,0.11111498931928901
30,10,2,0.11580924929402125
30,10,2,0.11699626060444712
30,10,2,0.10935732009629323
30,10,2,0.11280168837985016
30,10,2,0.11752767286543964
